Distance_(pixels),Gray_Value
0,71.692
1,73.328
2,74.087
3,76.419
4,77.703
5,80.444
6,82.717
7,85.884
8,88.913
9,91.569
10,93.393
11,95.903
12,96.040
13,98.297
14,99.678
15,99.007
16,98.102
17,95.775
18,94.886
19,95.326
20,93.720
21,92.135
22,90.998
23,88.114
24,84.434
25,80.938
26,77.373
27,75.397
28,74.983
29,74.013
30,73.095
31,71.739
32,71.844
33,71.200
34,71.393
35,72.713
36,73.378
37,74.606
38,75.364
39,76.581
40,77.772
41,80.802
42,82.102
43,83.844
44,84.876
45,86.692
46,86.917
47,86.750
48,86.022
49,85.262
50,85.822
51,85.450
52,84.605
53,82.318
54,80.150
55,80.125
56,79.617
57,78.992
58,79.716
59,77.918
60,76.401
61,75.420
62,75.667
63,77.119
64,77.839
65,79.300
66,80.874
67,81.673
68,83.110
69,84.885
70,87.784
71,91.080
72,93.793
73,94.968
74,95.421
75,95.551
76,95.819
77,96.747
78,97.503
79,98.029
80,97.044
81,94.736
82,94.952
83,93.421
84,91.435
85,89.184
86,86.561
87,84.707
88,83.271
89,78.844
90,75.044
91,73.157
92,70.569
93,68.909
94,66.397
95,63.535
96,62.347
97,63.170
98,62.090
99,63.044
100,64.036
101,65.435
102,66.362
103,68.752
104,71.796
105,73.552
106,76.141
107,78.203
108,81.083
109,84.773
110,87.613
111,89.461
112,92.620
113,96.357
114,97.598
115,96.387
116,97.363
117,99.375
118,100.438
119,99.152
120,97.640
121,97.092
122,95.320
123,92.420
124,90.313
125,88.995
126,88.590
127,86.561
128,84.986
129,83.775
130,82.329
131,79.589
132,78.490
133,79.633
134,78.974
135,78.367
136,79.958
137,80.394
138,80.394
139,81.403
140,83.145
141,83.709
142,85.835
143,87.294
144,89.074
145,91.247
146,93.677
147,94.873
148,96.136
149,96.806
150,95.762
151,95.048
152,94.855
153,93.737
154,91.914
155,90.011
156,88.078
157,83.938
158,80.953
159,79.335
160,76.829
161,74.527
162,72.408
163,69.629
164,66.491
165,63.461
166,62.618
167,60.704
168,58.484
169,57.318
170,56.694
171,54.778
172,54.926
173,55.926
174,57.263
175,58.938
176,61.628
177,65.440
178,68.388
179,70.091
180,72.783
181,75.381
182,79.640
183,83.721
184,87.124
185,91.650
186,96.601
187,99.134
188,102.761
189,104.880
190,107.614
191,110.153
192,112.103
193,113.936
194,114.872
195,116.274
196,116.171
197,114.352
198,113.126
199,110.707
200,109.106
201,108.297
202,106.090
203,103.300
204,101.294
205,99.539
206,96.131
207,93.109
208,87.029
209,82.855
210,81.220
211,80.180
212,77.457
213,76.011
214,76.020
215,75.125
216,74.435
217,72.510
218,71.918
219,72.168
220,73.563
221,77.034
222,79.780
223,82.065
224,84.060
225,85.848
226,86.209
227,89.162
228,91.948
229,95.074
230,96.503
231,99.438
232,101.579
233,103.094
234,104.342
235,104.220
236,104.113
237,104.623
238,104.507
239,102.183
240,100.333
241,98.940
242,95.661
243,93.982
244,90.781
245,86.658
246,81.767
247,77.996
248,74.164
249,68.897
250,64.693
251,61.441
252,56.407
253,52.769
254,49.794
255,46.629
256,43.779
257,41.402
258,39.791
259,38.215
260,38.323
261,37.846
262,37.904
263,37.491
264,38.874
265,42.144
266,46.084
267,50.281
268,55.170
269,57.980
270,60.464
271,64.943
272,72.275
273,78.531
274,83.940
275,88.826
276,93.451
277,99.582
278,104.563
279,110.032
280,114.337
281,118.040
282,122.527
283,126.130
284,128.702
285,131.629
286,135.104
287,136.548
288,137.167
289,135.136
290,135.189
291,135.467
292,134.091
293,131.886
294,128.989
295,126.724
296,123.366
297,120.404
298,115.987
299,111.172
300,105.565
301,100.767
302,97.889
303,93.194
304,88.892
305,84.606
306,81.271
307,77.432
308,74.411
309,73.955
310,70.566
311,69.499
312,68.590
313,69.127
314,71.095
315,71.302
316,71.893
317,75.529
318,80.227
319,84.508
320,89.586
321,96.282
322,102.438
323,109.776
324,117.535
325,125.358
326,131.114
327,137.754
328,145.995
329,153.960
330,159.609
331,166.312
332,174.270
333,181.463
334,188.770
335,192.623
336,195.864
337,200.341
338,204.217
339,207.958
340,208.548
341,210.373
342,210.868
343,210.512
344,206.853
345,205.284
346,201.840
347,196.055
348,191.415
349,186.940
350,178.615
351,170.474
352,162.643
353,156.251
354,148.584
355,138.697
356,129.493
357,120.243
358,111.239
359,101.093
360,90.735
361,80.569
362,71.288
363,62.659
364,54.347
365,47.626
366,40.165
367,33.524
368,28.853
369,23.537
370,20.925
371,17.670
372,15.611
373,14.916
374,16.167
375,16.644
376,17.592
377,19.832
378,23.500
379,27.927
380,31.984
381,37.382
382,44.291
383,51.733
384,60.822
385,69.411
386,78.765
387,86.726
388,94.803
389,104.039
390,111.904
391,119.057
392,127.227
393,134.701
394,143.698
395,149.563
396,154.685
397,161.404
398,167.116
399,172.737
400,176.797
401,180.296
402,180.463
403,181.424
404,181.242
405,179.194
406,176.756
407,173.522
408,169.025
409,162.071
410,155.785
411,150.541
412,145.851
413,140.193
414,133.956
415,125.172
416,116.139
417,108.514
418,99.905
419,90.749
420,82.507
421,73.200
422,64.635
423,56.506
424,48.517
425,42.421
426,36.820
427,30.128
428,25.266
429,21.756
430,19.419
431,17.856
432,16.303
433,15.352
434,16.538
435,18.892
436,20.318
437,21.941
438,26.966
439,33.755
440,41.902
441,47.233
442,53.218
443,62.461
444,71.879
445,81.060
446,89.906
447,99.910
448,109.754
449,120.442
450,130.800
451,140.640
452,150.032
453,161.431
454,172.268
455,180.464
456,188.722
457,195.867
458,201.378
459,207.270
460,212.519
461,217.279
462,221.176
463,223.349
464,225.045
465,226.589
466,226.418
467,225.782
468,222.545
469,219.106
470,215.040
471,210.010
472,206.647
473,201.658
474,193.941
475,185.320
476,176.271
477,165.516
478,157.267
479,148.549
480,139.959
481,130.569
482,122.741
483,113.678
484,105.283
485,96.792
486,87.939
487,81.149
488,75.387
489,70.479
490,66.332
491,61.487
492,57.795
493,54.625
494,51.927
495,50.289
496,49.618
497,49.949
498,50.378
499,51.162
500,53.231
501,56.828
502,60.555
503,62.945
504,66.721
505,71.855
506,76.354
507,81.387
508,86.292
509,91.257
510,97.080
511,102.646
512,106.807
513,110.503
514,115.317
515,120.206
516,124.055
517,126.963
518,129.351
519,130.979
520,133.569
521,136.804
522,138.919
523,138.147
524,136.791
525,136.114
526,134.720
527,132.063
528,130.217
529,127.526
530,125.914
531,122.366
532,118.403
533,113.496
534,108.332
535,103.308
536,99.512
537,95.141
538,90.335
539,85.043
540,80.864
541,76.471
542,72.999
543,68.994
544,64.555
545,61.477
546,60.055
547,58.517
548,57.571
549,56.060
550,53.268
551,51.712
552,51.470
553,51.053
554,50.242
555,49.469
556,49.925
557,50.400
558,50.499
559,52.142
560,51.940
561,53.020
562,54.109
563,56.016
564,57.798
565,58.557
566,58.115
567,58.493
568,58.710
569,59.391
570,60.525
571,62.431
572,62.949
573,63.305
574,65.738
575,65.986
576,66.253
577,66.897
578,68.428
579,69.456
580,70.100
581,73.451
582,74.305
583,75.638
584,77.646
585,78.914
586,81.159
587,86.440
588,88.402
589,90.434
590,93.590
591,95.800
592,99.807
593,103.497
594,105.099
595,108.547
596,112.564
597,115.720
598,118.308
599,120.040
600,122.917
601,126.105
602,128.039
603,127.846
604,126.521
605,125.927
606,125.775
607,125.982
608,125.298
609,123.573
610,121.414
611,118.846
612,114.888
613,112.384
614,108.828
615,105.567
616,100.433
617,95.232
618,88.412
619,83.753
620,78.822
621,72.871
622,67.692
623,64.645
624,61.501
625,59.338
626,57.395
627,55.730
628,52.861
629,51.282
630,50.620
631,51.648
632,52.065
633,53.789
634,56.402
635,59.293
636,60.192
637,63.620
638,67.323
639,71.090
640,76.963
641,81.228
642,83.895
643,87.301
644,90.471
645,92.243
646,95.362
647,96.973
648,98.160
649,98.704
650,99.105
651,99.114
652,97.673
653,95.896
654,94.928
655,92.260
656,89.803
657,87.725
658,86.131
659,83.279
660,79.938
661,76.974
662,73.713
663,71.503
664,68.959
665,66.925
666,65.601
667,64.515
668,62.721
669,60.974
670,62.754
671,64.697
672,65.643
673,67.870
674,71.350
675,74.153
676,79.234
677,84.723
678,89.179
679,94.461
680,98.463
681,101.219
682,105.585
683,109.455
684,114.275
685,117.465
686,119.896
687,121.072
688,122.626
689,123.629
690,120.840
691,118.481
692,116.433
693,112.812
694,108.033
695,103.929
696,100.393
697,95.330
698,88.882
699,82.798
700,77.820
701,73.419
702,67.271
703,61.564
704,56.884
705,53.818
706,51.267
707,49.884
708,48.585
709,47.805
710,48.560
711,50.016
712,52.464
713,55.045
714,60.333
715,66.012
716,71.360
717,75.335
718,79.005
719,84.430
720,89.553
721,94.302
722,99.495
723,105.085
724,108.092
725,110.729
726,112.793
727,114.438
728,113.980
729,113.307
730,113.650
731,112.328
732,109.724
733,106.459
734,102.228
735,97.973
736,93.678
737,89.539
738,84.584
739,80.960
740,77.627
741,74.452
742,71.463
743,69.651
744,68.096
745,65.918
746,65.733
747,65.958
748,67.207
749,68.127
750,70.888
751,72.905
752,75.012
753,77.120
754,80.829
755,83.445
756,86.171
757,89.432
758,90.279
759,92.428
760,94.329
761,95.130
762,95.153
763,93.283
764,92.537
765,91.757
766,89.430
767,86.149
768,82.966
769,80.864
770,76.527
771,73.848
772,71.725
773,68.289
774,66.181
775,66.234
776,64.627
777,64.559
778,66.543
779,67.489
780,68.149
781,71.688
782,74.975
783,76.283
784,80.397
785,84.340
786,87.810
787,91.011
788,95.888
789,98.769
790,100.123
791,103.319
792,105.514
793,106.955
794,104.959
795,104.852
796,103.561
797,99.602
798,96.076
799,94.141
800,91.644
801,89.663
802,86.009
803,80.369
804,76.016
805,72.362
806,68.501
807,66.622
808,65.009
809,62.975
